#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 12 31 23 50 324  9.4 13.7  0.92  4.17  3.72 304 1025.6  -8.2   8.3 -14.8 99.0 99.00
2018 01 01 00 50 313 10.0 13.0  0.83  3.85  3.50 307 1025.6  -8.3   8.3 -14.2 99.0 99.00
2018 01 01 01 50 321 10.1 13.3  0.87  4.00  3.51 298 1025.6  -8.8   8.3 -14.8 99.0 99.00
2018 01 01 02 50 314 10.8 13.7  0.92  4.17  3.55 311 1025.8  -8.9   8.2 -13.6 99.0 99.00
2018 01 01 03 50 323 10.6 13.0  1.00  4.35  3.63 299 1025.9  -8.9   8.2 -13.4 99.0 99.00
2018 01 01 04 50 322 10.3 12.6  1.04  4.35  3.73 305 1025.9  -9.4   8.2 -13.5 99.0 99.00
2018 01 01 05 50 325  9.4 11.7  0.95  4.17  3.70 304 1026.1  -9.4   8.1 -13.5 99.0 99.00
2018 01 01 06 50 326 10.0 12.0  0.97  4.00  3.78 313 1026.5  -9.7   8.1 -13.5 99.0 99.00
2018 01 01 07 50 324 11.3 14.9  1.05  4.17  3.85 309 1026.5  -9.1   8.1 -12.9 99.0 99.00
2018 01 01 08 50 320 12.0 15.4  1.13  4.35  4.02 309 1025.9  -9.5   8.0 -13.3 99.0 99.00
2018 01 01 09 50 322 12.1 14.4  1.10  4.35  3.94 302 1026.2  -9.7   7.9 -13.4 99.0 99.00
2018 01 01 10 50 320 12.9 15.9  1.18  4.76  3.98 292 1026.5  -9.7   7.8 -13.0 99.0 99.00
2018 01 01 11 50 319 13.0 16.1  1.23  4.76  4.06 297 1027.3 -10.0   7.8 -13.3 99.0 99.00
2018 01 01 12 50 324 12.4 15.3  1.23  4.76  3.97 295 1027.6 -10.0   7.7 -13.6 99.0 99.00
2018 01 01 13 50 319 12.4 14.9  1.17  4.76  3.84 296 1028.1  -9.9   7.8 -13.4 99.0 99.00
2018 01 01 14 50 323 11.4 14.4  1.14  4.35  3.81 303 1028.7  -9.6   7.8 -12.8 99.0 99.00
2018 01 01 15 50 321 11.4 15.3  1.11  4.55  3.76 300 1028.4  -9.4   7.8 -13.8 99.0 99.00
2018 01 01 16 50 314 10.6 13.2  1.19  4.35  3.90 301 1027.9  -8.5   7.9 -13.0 99.0 99.00
2018 01 01 17 50 309 11.2 14.2  1.01  4.35  3.73 302 1027.2  -8.1   7.9 -13.8 99.0 99.00
2018 01 01 18 50 316 11.0 13.6  0.98  4.17  3.74 300 1026.8  -7.4   7.9 -14.7 99.0 99.00
2018 01 01 19 50 321 10.5 13.9  1.06  4.35  3.89 311 1026.8  -6.9   7.8 -15.0 99.0 99.00
2018 01 01 20 50 315  9.6 12.5  1.03  4.35  3.86 305 1026.9  -6.2   7.7 -14.5 99.0 99.00
2018 01 01 21 50 299 11.7 15.0  0.91  4.17  3.66 304 1026.9  -5.5   7.6 -14.3 99.0 99.00
2018 01 01 22 50 292  9.5 12.1  0.91  4.35  3.79 296 1027.5  -5.8   7.5 -16.0 99.0 99.00
2018 01 01 23 50 287  9.6 13.9  0.85  4.17  3.58 304 1027.6  -5.6   7.4 -15.1 99.0 99.00
2018 01 02 00 50 297  8.4 12.3  0.75  4.17  3.40 301 1028.0  -5.9   7.3 -15.6 99.0 99.00
2018 01 02 01 50 277 10.1 12.4  0.78  4.00  3.37 288 1028.0  -5.9   7.3 -13.6 99.0 99.00
2018 01 02 02 50 274 10.4 13.8  0.80  4.00  3.34 295 1028.0  -6.1   7.4 -12.5 99.0 99.00
2018 01 02 03 50 276 11.1 14.8  0.86  3.85  3.37 282 1028.1  -5.9   7.4 -10.7 99.0 99.00
2018 01 02 04 50 275 11.7 14.8  1.04  3.85  3.60 270 1027.9  -6.4   7.3 -11.5 99.0 99.00
2018 01 02 05 50 278 12.0 15.3  1.08  4.17  3.70 282 1027.7  -6.6   7.3 -11.5 99.0 99.00
2018 01 02 06 50 278 13.1 16.2  1.22  4.35  3.87 281 1027.6  -6.3   7.3 -10.5 99.0 99.00
2018 01 02 07 50 281 13.4 17.3  1.36  4.76  4.06 297 1028.0  -6.7   7.3 -11.2 99.0 99.00
2018 01 02 08 50 285 12.3 16.4  1.36  5.00  4.23 295 1028.3  -7.0   7.2 -11.3 99.0 99.00
2018 01 02 09 50 281 12.6 16.4  1.28  5.00  4.16 298 1028.0  -7.0   7.1 -10.9 99.0 99.00
2018 01 02 10 50 279 11.7 14.4  1.31  4.76  4.11 301 1028.9  -7.2   7.1 -11.3 99.0 99.00
2018 01 02 11 50 281 11.2 14.7  1.11  4.55  3.81 295 1029.8  -7.5   7.0 -11.6 99.0 99.00
2018 01 02 12 50 269 10.9 13.4  1.16  4.35  3.80 290 1030.0  -8.0   7.0 -12.0 99.0 99.00
2018 01 02 13 50 277 11.1 13.7  1.06  3.85  3.65 271 1030.1  -7.5   6.9 -11.3 99.0 99.00
2018 01 02 14 50 280 10.5 13.3  1.10  4.17  3.63 274 1030.6  -7.5   6.9 -11.4 99.0 99.00
2018 01 02 15 50 274 10.0 11.9  0.94  3.85  3.42 260 1030.3  -6.9   7.0 -11.2 99.0 99.00
