#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 12 31 23 50 279 13.9 17.2 99.00 99.00 99.00 999 1021.1   1.7   7.2 999.0 99.0 99.00
2014 01 01 00 50 278 12.4 15.5 99.00 99.00 99.00 999 1022.1   1.3   7.3 999.0 99.0 99.00
2014 01 01 01 50 285 13.3 16.1 99.00 99.00 99.00 999 1022.7   0.7   7.3 999.0 99.0 99.00
2014 01 01 02 50 282 12.6 15.5 99.00 99.00 99.00 999 1023.7   0.1   7.2 999.0 99.0 99.00
2014 01 01 03 50 285 11.3 14.3 99.00 99.00 99.00 999 1024.4  -0.5   7.3 999.0 99.0 99.00
2014 01 01 04 50 284 10.4 13.0 99.00 99.00 99.00 999 1025.3  -1.0   7.3 999.0 99.0 99.00
2014 01 01 05 50 283 10.1 13.0 99.00 99.00 99.00 999 1025.6  -1.5   7.4 999.0 99.0 99.00
2014 01 01 06 50 291  9.9 12.2 99.00 99.00 99.00 999 1026.7  -2.0   7.4 999.0 99.0 99.00
2014 01 01 07 50 270  9.6 12.8 99.00 99.00 99.00 999 1027.4  -2.2   7.4 999.0 99.0 99.00
2014 01 01 08 50 290 11.2 13.7 99.00 99.00 99.00 999 1027.6  -1.9   7.4 999.0 99.0 99.00
2014 01 01 09 50 272  8.8 11.2 99.00 99.00 99.00 999 1028.2  -2.0   7.5 999.0 99.0 99.00
2014 01 01 10 50 275  7.8 10.2 99.00 99.00 99.00 999 1028.6  -2.1   7.4 999.0 99.0 99.00
2014 01 01 11 50 283  7.5 10.0 99.00 99.00 99.00 999 1028.9  -1.5   7.4 999.0 99.0 99.00
2014 01 01 12 50 287  6.9  8.8 99.00 99.00 99.00 999 1029.3  -1.0   7.4 999.0 99.0 99.00
2014 01 01 13 50 267  6.0  7.4 99.00 99.00 99.00 999 1029.7  -1.1   7.4 999.0 99.0 99.00
2014 01 01 14 50 283  5.7  6.9 99.00 99.00 99.00 999 1030.1  -0.8   7.4 999.0 99.0 99.00
2014 01 01 15 50 285  4.4  6.1 99.00 99.00 99.00 999 1030.1  -0.7   7.4 999.0 99.0 99.00
2014 01 01 16 50 263  4.7  6.9 99.00 99.00 99.00 999 1029.3  -0.3   7.4 999.0 99.0 99.00
2014 01 01 17 50 253  4.7  6.2 99.00 99.00 99.00 999 1028.6   0.0   7.4 999.0 99.0 99.00
2014 01 01 18 50 264  3.5  4.7 99.00 99.00 99.00 999 1028.0   0.3   7.4 999.0 99.0 99.00
2014 01 01 19 50 262  1.2  3.0 99.00 99.00 99.00 999 1027.7   0.8   7.4 999.0 99.0 99.00
2014 01 01 20 50 309  0.5  1.3 99.00 99.00 99.00 999 1027.7   0.9   7.4 999.0 99.0 99.00
2014 01 01 21 50  19  1.9  2.5 99.00 99.00 99.00 999 1027.0   1.2   7.3 999.0 99.0 99.00
2014 01 01 22 50  55  2.8  4.2 99.00 99.00 99.00 999 1026.7   1.7   7.2 999.0 99.0 99.00
2014 01 01 23 50  51  3.5  4.5 99.00 99.00 99.00 999 1026.8   2.2   7.2 999.0 99.0 99.00
2014 01 02 00 50  67  4.8  6.2 99.00 99.00 99.00 999 1026.4   2.4   7.4 999.0 99.0 99.00
2014 01 02 01 50  63  6.8  8.5 99.00 99.00 99.00 999 1025.6   2.3   7.6 999.0 99.0 99.00
2014 01 02 02 50  59  7.9 10.0 99.00 99.00 99.00 999 1025.0   2.4   7.7 999.0 99.0 99.00
2014 01 02 03 50  61  8.9 10.6 99.00 99.00 99.00 999 1024.4   2.7   7.8 999.0 99.0 99.00
2014 01 02 04 50  62 10.0 11.9 99.00 99.00 99.00 999 1023.6   2.7   7.9 999.0 99.0 99.00
2014 01 02 05 50  59 10.6 12.3 99.00 99.00 99.00 999 1022.6   3.0   7.9 999.0 99.0 99.00
2014 01 02 06 50  61 11.2 13.1 99.00 99.00 99.00 999 1021.7   3.4   7.9 999.0 99.0 99.00
2014 01 02 07 50  58 11.7 13.7 99.00 99.00 99.00 999 1020.5   3.2   7.9 999.0 99.0 99.00
2014 01 02 08 50  62 13.0 14.6 99.00 99.00 99.00 999 1019.0   2.6   8.0 999.0 99.0 99.00
2014 01 02 09 50  54 12.8 14.7 99.00 99.00 99.00 999 1018.3   2.2   8.2 999.0 99.0 99.00
2014 01 02 10 50  46 12.6 15.1 99.00 99.00 99.00 999 1017.7   1.4   8.3 999.0 99.0 99.00
2014 01 02 11 50  47 13.4 16.0 99.00 99.00 99.00 999 1016.9   1.5   8.2 999.0 99.0 99.00
2014 01 02 12 50  46 14.0 17.0 99.00 99.00 99.00 999 1016.1   1.6   8.0 999.0 99.0 99.00
2014 01 02 13 50  46 13.4 16.9 99.00 99.00 99.00 999 1016.1   1.5   8.0 999.0 99.0 99.00
2014 01 02 14 50  41 14.3 16.6 99.00 99.00 99.00 999 1015.2   1.2   8.0 999.0 99.0 99.00
2014 01 02 15 50  39 13.6 16.4 99.00 99.00 99.00 999 1014.3   1.3   8.1 999.0 99.0 99.00
2014 01 02 16 50  40 13.2 16.1 99.00 99.00 99.00 999 1012.5   0.7   8.3 999.0 99.0 99.00
2014 01 02 17 50  34 13.1 15.7 99.00 99.00 99.00 999 1011.4   0.2   8.4 999.0 99.0 99.00
2014 01 02 18 50  29 12.2 14.5 99.00 99.00 99.00 999 1010.5   0.1   8.5 999.0 99.0 99.00
2014 01 02 19 50  38 12.2 15.7 99.00 99.00 99.00 999 1009.5   0.1   8.5 999.0 99.0 99.00
2014 01 02 20 50  35 11.9 15.2 99.00 99.00 99.00 999 1008.8   0.2   7.8 999.0 99.0 99.00
2014 01 02 21 50  37 12.7 14.9 99.00 99.00 99.00 999 1007.3   0.3   7.6 999.0 99.0 99.00
2014 01 02 22 50  36 11.9 15.3 99.00 99.00 99.00 999 1007.1   0.3   7.5 999.0 99.0 99.00
2014 01 02 23 50  23 10.5 12.5 99.00 99.00 99.00 999 1006.4  -1.1   7.5 999.0 99.0 99.00
2014 01 03 00 50  34 12.8 15.4 99.00 99.00 99.00 999 1004.4  -0.6   7.5 999.0 99.0 99.00
2014 01 03 01 50  35 13.2 15.9 99.00 99.00 99.00 999 1003.4  -1.1   7.6 999.0 99.0 99.00
2014 01 03 02 50  25 12.7 15.0 99.00 99.00 99.00 999 1003.2  -2.1   7.6 999.0 99.0 99.00
2014 01 03 03 50  25 13.5 15.9 99.00 99.00 99.00 999 1002.8  -3.4   7.5 999.0 99.0 99.00
2014 01 03 04 50  26 14.2 16.8 99.00 99.00 99.00 999 1002.0  -4.1   7.5 999.0 99.0 99.00
2014 01 03 05 50  22 14.9 18.3 99.00 99.00 99.00 999 1000.9  -5.1   7.5 999.0 99.0 99.00
2014 01 03 06 50  21 15.2 18.7 99.00 99.00 99.00 999 1000.9  -6.1   7.5 999.0 99.0 99.00
2014 01 03 07 50   4 14.7 18.0 99.00 99.00 99.00 999 1002.1  -6.9   7.4 999.0 99.0 99.00
2014 01 03 08 50 353 15.2 18.7 99.00 99.00 99.00 999 1003.1  -7.8   7.2 999.0 99.0 99.00
2014 01 03 09 50 344 14.8 18.3 99.00 99.00 99.00 999 1004.6  -9.0   7.1 999.0 99.0 99.00
2014 01 03 10 50 344 15.6 19.6 99.00 99.00 99.00 999 1006.5  -8.6   7.0 999.0 99.0 99.00
2014 01 03 11 50 340 15.6 18.2 99.00 99.00 99.00 999 1008.2  -8.1   6.6 999.0 99.0 99.00
2014 01 03 12 50 341 17.3 21.6 99.00 99.00 99.00 999 1009.8  -7.7   6.2 999.0 99.0 99.00
2014 01 03 13 50 331 15.2 18.9 99.00 99.00 99.00 999 1012.1  -7.8   6.1 999.0 99.0 99.00
2014 01 03 14 50 327 15.2 19.2 99.00 99.00 99.00 999 1014.4  -7.9   6.0 999.0 99.0 99.00
2014 01 03 15 50 328 14.4 17.9 99.00 99.00 99.00 999 1015.6  -7.4   5.9 999.0 99.0 99.00
2014 01 03 16 50 320 12.7 15.7 99.00 99.00 99.00 999 1016.7  -6.7   6.0 999.0 99.0 99.00
2014 01 03 17 50 320 12.4 15.2 99.00 99.00 99.00 999 1017.9  -6.0   6.1 999.0 99.0 99.00
2014 01 03 18 50 314 12.7 15.6 99.00 99.00 99.00 999 1019.6  -6.1   6.1 999.0 99.0 99.00
2014 01 03 19 50 318 11.7 15.7 99.00 99.00 99.00 999 1021.6  -6.1   6.1 999.0 99.0 99.00
2014 01 03 20 50 326 11.8 14.4 99.00 99.00 99.00 999 1022.9  -6.2   6.0 999.0 99.0 99.00
2014 01 03 21 50 326 11.3 15.3 99.00 99.00 99.00 999 1024.6  -7.0   5.9 999.0 99.0 99.00
2014 01 03 22 50 320  9.5 11.9 99.00 99.00 99.00 999 1027.1  -7.5   5.5 999.0 99.0 99.00
2014 01 03 23 50 323  8.4 10.9 99.00 99.00 99.00 999 1028.5  -7.9   5.3 999.0 99.0 99.00
2014 01 04 00 50 318  7.7 10.1 99.00 99.00 99.00 999 1030.3  -8.1   5.3 999.0 99.0 99.00
2014 01 04 01 50 322  8.1 10.9 99.00 99.00 99.00 999 1030.8  -8.5   5.1 999.0 99.0 99.00
2014 01 04 02 50 322  7.0  9.5 99.00 99.00 99.00 999 1031.1  -8.8   4.9 999.0 99.0 99.00
2014 01 04 03 50 328  6.5 10.1 99.00 99.00 99.00 999 1031.3  -9.0   4.9 999.0 99.0 99.00
2014 01 04 04 50 339  5.3  7.2 99.00 99.00 99.00 999 1031.4  -8.9   4.9 999.0 99.0 99.00
2014 01 04 05 50 338  4.1  6.3 99.00 99.00 99.00 999 1031.8  -9.2   5.0 999.0 99.0 99.00
2014 01 04 06 50 333  3.4  5.3 99.00 99.00 99.00 999 1032.7  -9.1   5.0 999.0 99.0 99.00
2014 01 04 07 50 309  1.2  2.9 99.00 99.00 99.00 999 1032.7  -8.8   5.0 999.0 99.0 99.00
2014 01 04 08 50  19  1.5  2.7 99.00 99.00 99.00 999 1032.6  -8.4   4.9 999.0 99.0 99.00
2014 01 04 09 50 262  0.7  2.3 99.00 99.00 99.00 999 1032.5  -7.9   4.9 999.0 99.0 99.00
2014 01 04 10 50 245  2.3  4.0 99.00 99.00 99.00 999 1032.9  -7.6   4.7 999.0 99.0 99.00
2014 01 04 11 50 235  3.0  4.7 99.00 99.00 99.00 999 1033.3  -7.1   4.5 999.0 99.0 99.00
2014 01 04 12 50 253  4.5  6.0 99.00 99.00 99.00 999 1034.1  -6.8   4.4 999.0 99.0 99.00
2014 01 04 13 50 210  5.0  6.7 99.00 99.00 99.00 999 1033.9  -6.4   4.4 999.0 99.0 99.00
2014 01 04 14 50 218  5.9  8.3 99.00 99.00 99.00 999 1034.0  -5.4   4.5 999.0 99.0 99.00
2014 01 04 15 50 214  6.5  8.8 99.00 99.00 99.00 999 1033.3  -4.6   4.7 999.0 99.0 99.00
2014 01 04 16 50 215  8.2 10.6 99.00 99.00 99.00 999 1031.7  -3.6   5.0 999.0 99.0 99.00
2014 01 04 17 50 226  7.3  9.5 99.00 99.00 99.00 999 1030.8  -3.4   5.3 999.0 99.0 99.00
2014 01 04 18 50 224  6.0  7.7 99.00 99.00 99.00 999 1030.1  -3.0   5.5 999.0 99.0 99.00
2014 01 04 19 50 224  5.4  6.8 99.00 99.00 99.00 999 1029.8  -2.0   5.8 999.0 99.0 99.00
2014 01 04 20 50 214  7.4  9.3 99.00 99.00 99.00 999 1029.2  -0.9   5.9 999.0 99.0 99.00
