#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 12 31 23 50 286  6.5  7.6  1.21  7.14  5.03 163 1012.8  10.9  10.0   7.3 99.0 99.00
2012 01 01 00 50 280 10.7 13.0  1.24  7.14  5.23 163 1013.4  10.8  10.0   6.2 99.0 99.00
2012 01 01 01 50 285 10.1 12.2  1.28  7.69  4.67 161 1013.5  10.3  10.0   6.0 99.0 99.00
2012 01 01 02 50 281 10.5 12.2  1.39  4.55  4.43 275 1014.4  10.0  10.0   5.8 99.0 99.00
2012 01 01 03 50 288  9.9 12.0  1.45  5.00  4.61 271 1015.1   9.7  10.0   6.0 99.0 99.00
2012 01 01 04 50 286 10.2 12.2  1.55  5.00  4.76 265 1015.5   9.7  10.0   5.9 99.0 99.00
2012 01 01 05 50 292 10.0 12.3  1.44  5.00  4.56 274 1016.0   9.5  10.0   6.0 99.0 99.00
2012 01 01 06 50 296  8.7 10.2  1.33  5.00  4.45 262 1016.8   9.2  10.0   5.9 99.0 99.00
2012 01 01 07 50 297  6.7  7.7  1.11  4.55  4.43 275 1017.6   9.1   9.9   6.0 99.0 99.00
2012 01 01 08 50 302  5.3  6.5  1.02  4.76  4.45 252 1017.7   9.1   9.9   6.0 99.0 99.00
2012 01 01 09 50 323  3.8  4.7  0.96  7.69  4.49 160 1017.9   9.1   9.9   5.0 99.0 99.00
2012 01 01 10 50 279  3.1  3.6  0.85  8.33  4.82 150 1018.6   9.2   9.9   5.1 99.0 99.00
2012 01 01 11 50 259  5.4  6.3  0.80  7.69  5.00 154 1019.3   8.9   9.9   6.0 99.0 99.00
2012 01 01 12 50 266  4.1  4.8  0.79  7.69  5.00 143 1019.6   8.5   9.9   5.7 99.0 99.00
2012 01 01 13 50 265  3.2  4.0  0.76  7.69  5.23 146 1019.9   8.6   9.9   5.5 99.0 99.00
2012 01 01 14 50 251  3.1  3.7  0.72  7.69  5.01 136 1019.9   8.7  10.0   5.5 99.0 99.00
2012 01 01 15 50 229  2.2  2.9  0.65  7.69  4.91 132 1018.9   8.7  10.0   5.3 99.0 99.00
2012 01 01 16 50 195  3.7  4.5  0.60  7.69  4.61 149 1017.5   8.8  10.1   5.4 99.0 99.00
2012 01 01 17 50 197  6.0  6.8  0.63  6.67  4.70 169 1016.0   8.9  10.1   5.3 99.0 99.00
