YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 00 205  8.2  9.6  1.36  6.25  4.50 177 1014.1   8.8   7.8   6.8 99.0 99.00
2003 01 01 01 212  7.3  8.8  1.35  5.56  4.63 172 1014.2   9.0   7.8   6.9 99.0 99.00
2003 01 01 02 237  6.9  8.4 99.00 99.00 99.00 999 1014.2   9.3   7.8   6.5 99.0 99.00
2003 01 01 03 228  5.6  6.5  1.32  5.56  4.80 178 1014.3   8.6   7.8   6.8 99.0 99.00
2003 01 01 04 223  8.0  9.5  1.37  7.14  4.90 153 1014.2   9.4   7.8   7.6 99.0 99.00
2003 01 01 05 218  9.7 11.2  1.51  7.14  4.78 147 1013.6   9.5   7.6   8.0 99.0 99.00
2003 01 01 06 215  9.9 11.5  1.66  6.67  4.83 158 1013.6   9.5   7.5   8.0 99.0 99.00
2003 01 01 07 237  6.9  8.4  1.86  6.67  5.04 156 1014.8   9.4   7.5   8.0 99.0 99.00
2003 01 01 08 230  3.7  4.7  1.60  6.67  5.07 169 1015.7   7.9   7.6   6.0 99.0 99.00
2003 01 01 09 270  4.2  5.1  1.71  6.67  5.37 172 1015.7   7.9   7.8   5.3 99.0 99.00
2003 01 01 10 272  2.6  3.4  1.59  7.14  5.46 166 1015.6   7.9   7.8   5.6 99.0 99.00
2003 01 01 11 267  2.3  3.4  1.58  6.67  5.52 164 1015.5   8.1   7.8   5.4 99.0 99.00
2003 01 01 12 264  0.1  0.8  1.42  8.33  5.46 160 1015.0   7.9   7.5   5.8 99.0 99.00
2003 01 01 13 212  2.2  2.8  1.36  6.67  5.47 168 1016.3   7.9   7.5   5.8 99.0 99.00
2003 01 01 14 291  1.2  1.7  1.27  8.33  5.70 157 1016.7   7.9   7.5   6.2 99.0 99.00
2003 01 01 15  20  2.6  3.2  1.26  8.33  5.76 160 1016.5   7.8   7.5   6.4 99.0 99.00
2003 01 01 16  37  5.8  6.8  1.24  8.33  6.01 170 1014.7   7.8   7.5   6.4 99.0 99.00
2003 01 01 17  35  6.6  8.0  1.14  8.33  5.98 169 1013.5   7.5   7.5   5.7 99.0 99.00
2003 01 01 18  45  9.8 11.7  1.29  8.33  4.98 176 1012.1   7.4   7.5   5.9 99.0 99.00
2003 01 01 19  55 11.6 13.8  1.45  8.33  4.58 177 1010.3   7.1   7.5   6.1 99.0 99.00
2003 01 01 20  61 11.1 13.8  1.73  4.35  4.62  50 1009.4   7.1   7.5   6.1 99.0 99.00
2003 01 01 21  65 12.5 15.0  1.84  4.76  4.72  72 1007.9   7.4   7.6   6.5 99.0 99.00
2003 01 01 22  59 11.7 14.0  2.12  5.26  4.97  73 1007.0   7.6   7.8   7.1 99.0 99.00
2003 01 01 23  58 13.3 16.9  2.18  5.56  5.09  69 1004.8   7.5   7.8   6.7 99.0 99.00
2003 01 02 00  55 14.4 17.6  2.73  6.25  5.35  74 1002.6   7.8   7.8   6.8 99.0 99.00
2003 01 02 01  50 15.4 18.4  3.04  7.14  5.53  87 1001.0   7.4   7.8   6.5 99.0 99.00
2003 01 02 02  44 16.2 21.0  3.35  6.67  5.75  74  999.8   6.3   7.8   5.4 99.0 99.00
2003 01 02 03  37 16.4 20.2  3.69  7.69  6.20  79  999.1   5.8   7.6   5.1 99.0 99.00
2003 01 02 04  20 15.3 18.8  4.14  8.33  6.46  81  999.2   5.9   7.5   5.0 99.0 99.00
2003 01 02 05  14 15.5 20.0  3.82  8.33  6.31  83  999.4   5.5   7.5   4.7 99.0 99.00
2003 01 02 06   2 13.0 16.0  3.66  8.33  6.28  84 1000.8   5.0   7.5   4.1 99.0 99.00
2003 01 02 07 360 14.4 17.8  3.36  8.33  6.10  75 1001.0   4.4   7.5   3.2 99.0 99.00
2003 01 02 08 360 13.4 16.8  3.35  8.33  6.07  80 1002.2   4.3   7.4   2.6 99.0 99.00
2003 01 02 09  11 13.5 17.1  3.64  8.33  6.42  81 1003.3   4.3   7.5   2.3 99.0 99.00
2003 01 02 10  12 14.3 17.2  3.74 10.00  6.47 146 1004.7   4.2   7.5   1.3 99.0 99.00
2003 01 02 11  15 13.9 17.8  3.37 10.00  6.32 151 1007.3   3.9   7.8   0.6 99.0 99.00
2003 01 02 12 356 11.7 14.1  3.66  9.09  6.63  99 1009.2   3.7   7.8   1.4 99.0 99.00
